# BEAST v1.7.5
# Generated Thu Sep 05 11:02:06 BST 2013 [seed=1]
state	location.rates1	location.rates2	location.rates3	location.rates4	location.rates5	location.rates6	location.rates7	location.rates8	location.rates9	location.rates10	location.rates11	location.rates12	location.rates13	location.rates14	location.rates15	location.rates16	location.rates17	location.rates18	location.rates19	location.rates20	location.rates21	location.indicators1	location.indicators2	location.indicators3	location.indicators4	location.indicators5	location.indicators6	location.indicators7	location.indicators8	location.indicators9	location.indicators10	location.indicators11	location.indicators12	location.indicators13	location.indicators14	location.indicators15	location.indicators16	location.indicators17	location.indicators18	location.indicators19	location.indicators20	location.indicators21	location.nonZeroRates
700000	1.1344433173736788	0.5354067718377851	0.01964572895308726	0.3157315977795492	0.35797245484740253	3.08173992406594	0.6969276155939945	0.10171229468982075	0.42109192382435356	2.014658562303578	0.079489423869788	0.028681066582489093	1.0558108882994002	0.08816342185490611	0.4980430834548053	0.31309727157552986	0.5090065070176102	0.5374709221733203	2.129276730081313	0.38884287517673627	3.1203627852623854	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0
725000	2.7424665835897604	0.8038421449241187	0.2797081926721837	0.31713736117764496	2.1100404770694294	3.644537836525502	0.707472102626065	0.289161736204599	0.19919200614809798	0.8037424933737087	0.0070340287587262185	0.038783443470420335	0.23103595211159403	0.13897654110002045	0.45085526640054885	0.5390429594468373	0.21870421182488112	0.29223601362360146	1.3898545654547432	0.480720359585876	0.09360871262853272	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
750000	2.119460088179287	1.2120185512762698	0.4615661989407241	0.15247234296887183	1.056851200238199	1.119713603640888	1.5267422504203714	0.9527735077051542	0.3640115517333689	0.5187189577166305	7.242466838425513E-4	1.2002102961125085	1.622077013677979	0.3797479320113135	0.10177695528924827	0.1993000950321354	0.6057148687042543	0.15782874093595736	0.05753683470707641	0.09374139953293113	0.14229048000270192	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
775000	0.4129251768803544	1.3649662392308721	0.26929488879907004	0.6167130701636125	0.10260440206547507	3.5639850770805452	1.8836684917310456	0.26566919629373825	2.308730253457478	0.09611420011426224	0.0016380656717239022	0.3147749203475539	2.6445540081522565	1.011188886358634	0.17324240749672262	0.18975696295792255	2.1717015323332705	0.15396977384444638	0.022400940108710694	0.5039284938503288	0.10983304669966118	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0
800000	2.726036314545445	2.005936929612707	1.306016926778318	0.5629414720856736	0.032014396387392986	0.6695872833393128	1.484912117722893	0.5515228802961676	1.643298446006708	0.3687388792025732	0.0013637069873038059	0.3444521784609935	1.2244429323595196	1.4531736555354828	0.4613654562491118	0.23845778824145314	0.5127340717063387	0.007847487993070779	0.007307721146900151	0.48660419891170675	0.10915195502698398	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
825000	1.2461503115710428	0.9856809994475026	0.30212492020907955	0.18358747121094818	0.03348401639433607	0.30482908044140644	1.136718143283376	0.1293231588947604	0.8563869271178426	0.14967442257881688	0.007855809965528912	0.6909943263707183	0.6393053818358019	3.3096001367942347	2.2019697610185953	0.9492340836842176	2.2263958752365802	0.02580026791357349	0.015150400281144215	1.838014354389192	0.03140077178600428	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0
850000	5.229137271320637	1.10458974724359	0.18631085318155488	0.9486712739838175	1.0174239901756437	0.24184850715081904	1.1251022218114228	0.38293092638942516	0.9381142362216376	0.28005686849523964	0.005812606955888447	0.4941587077008969	1.1641208069714153	0.5057473416900572	0.3404862439332251	0.09489060681321643	0.5385926893850437	0.5360807631779064	0.019257750977581332	2.3455290986290955	0.01234363747320511	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	9.0
875000	2.200532169043537	0.5589114253318173	0.17385600241652274	2.7538178103323583	0.8668303785247289	0.7827941413144439	1.5885385370497316	1.1091592873956087	1.1754589163848854	1.0969368276499283	0.0601203189913494	0.7373396300871956	0.5457089699557747	0.2323868557293172	1.5968644121018811	0.3014386492538054	0.628132249853909	0.4284310090362254	0.10264488992451333	1.0546683836742636	0.2339679199529695	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
900000	1.2179536181454216	1.4000820789885893	0.2390672557502428	0.6285620539003388	0.5799386490584479	1.0494845970322286	1.8415417084181733	1.686747364068235	0.9508927416791905	0.3151887330970212	0.7529778535186306	0.37665651139750245	0.7074769726552876	0.45202368211118277	1.5077652428784079	0.4650383810825552	0.21032555505641254	1.5083947360902454	0.3615430967122613	0.9406435796669821	0.7198260984249626	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
925000	1.7313114798108624	0.7301047076411307	0.46853428942078207	0.6443409008759396	3.9781722732017113	1.3969609045710991	1.3521009823060015	0.39759293999106937	0.6979013103281418	0.3047556112675579	2.0903020706415747	0.1281942844849126	0.22425542880148544	3.5498670142548465	0.7307867481115994	1.0580894763136932	0.5725676819285099	0.7047360285692665	0.5368358985246927	1.2964419096784923	1.2251219652723018	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0
950000	1.0494144089468553	0.11329237087577364	2.0607500393582097	0.26530605982808975	0.7404819059522552	0.7826224460607442	0.8333886533341922	0.2957159806211825	0.2845856580509018	0.22031007889125007	1.083279497941812	0.17739443127881463	0.0956665791044983	2.3981791229736045	0.2797209102887824	0.3180354954375777	0.9722928047605274	1.4925891439475183	0.3140569537628518	0.5699859270006019	2.393887472363405	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0
975000	1.0301648073358438	0.334026368573347	0.2134710370436918	0.6899104368513463	0.5377850199554519	0.08296295170538585	0.4234054928264714	0.08549446253751998	1.0808264100560077	0.21498590272384582	1.6316051418672488	0.05469960278732454	0.574711884743543	0.2578262599688459	0.22990397320991243	0.5528311737333971	1.2468119389431247	1.2882284305231981	0.2445153217679281	0.8179311540866389	1.307293797910358	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	9.0
1000000	1.718451248279899	1.3360496527629266	1.9483667491090753	0.08909355577994675	1.1235853748300386	1.0657975614599628	1.641800247069029	0.02074088529694681	1.1425484738577274	0.2581147529394839	0.08226351504134864	0.4791706060388285	0.6239385700296374	0.4076295174770896	0.3229227199205293	0.34931975646281516	2.4160274827166326	1.65058879146675	0.6328535470775921	0.21249716417648654	1.1872304942611538	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0
1025000	0.8920306894867662	2.121278105485681	0.7855723561354526	0.7447880026449917	0.27272268310454784	1.6276417414645632	2.5844565009456857	0.048829507602753675	0.7433300431267044	0.9430719066537955	0.2599977594872863	0.7530646452784879	0.2700793254649935	0.6923603810013955	0.7734481508584476	0.09905305031156854	0.9859137412413046	2.13476053839994	1.6570734186839366	1.7281103794328374	1.117840788654458	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
1050000	0.349596263538946	1.998739330327317	0.573340219715909	1.4853255011297526	0.0859471870193752	1.4906637511493173	2.6186375384303213	0.017605849181177045	0.9859444579971972	0.9188017631122515	1.484086672825	0.5274468268164255	0.46725784397452114	0.612813990988438	2.8275452690162273	0.027709870512702794	0.8083435726139265	0.6116088661880339	0.8835488910013182	0.589396325182242	1.5885362336258841	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
1075000	0.8956073419158768	0.7277635301387293	0.8043025659972465	1.1763598343731851	0.3025962612698698	2.8097707490754438	2.0311813974073742	0.41459538366504994	1.2717761471125577	5.264419342406894	1.0335778212041224	0.6413627893312395	0.9935390973491254	0.42759710441561066	1.6477058492613113	0.03574544219564116	1.8740025740413968	0.30532437029701026	0.7091914850929826	0.6254629731485621	0.7284643608053137	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0
1100000	2.515388266942119	2.4208157436309232	1.155223081884531	0.37073529214128087	0.04733528471491025	2.852488769216214	2.526231899353643	0.17056253642266125	1.5318827938913764	3.7126928700846435	3.8227571993889926	0.654273502223047	2.556338169814272	0.2905536027908697	0.5170612707541749	0.3278204096432132	2.595360453073028	1.0802454006211573	0.9639786111382833	1.2353209323782919	2.5136209897481385	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0
1125000	3.2264182016673675	0.5833906279218164	1.4831476736860554	0.9950471415146204	0.023480594390805663	1.6624323944448705	3.372693207959976	0.46975755986683815	1.3305051896933549	0.42031617696603457	1.7027044672259526	0.5206670297766149	2.0944562723275464	0.34577082990020463	0.6991756686887522	1.3422422073743532	1.8354571060731475	2.662372517560085	0.46781325867850515	2.409837829319529	1.0906331729200802	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
1150000	3.210529741006598	2.306173892665918	2.8213208651620727	1.609170605331386	0.15978625562887067	0.515957612265598	3.109505093593587	0.532138378716195	1.5545792724999485	0.15531134596725354	1.2924009271667085	1.4014138230441542	2.2250502271035417	0.3006934082729531	2.3472627777285973	2.7748434196639318	0.9171259219541981	1.5949285551747001	0.9526975663493451	2.494265323450898	1.9790477623796807	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	8.0
